PlayerYearID|Name|Team|Year|RUSH ATT|RUSH YDS|RUSH YPA|RUSH TD|REC|REC YDS|REC YPC|REC TD|Player ID|Link
steven-dunbar-1-2014|Steven Dunbar|Houston|2014|0|0|0.0|0|20|286|14.3|0|steven-dunbar-1|/cfb/players/steven-dunbar-1.html
steven-ensminger-1-2010|Steven Ensminger|Louisiana Tech|2010|1|7|7.0|0|0|0|0.0|0|steven-ensminger-1|/cfb/players/steven-ensminger-1.html
steven-goulet-1-2010|Steven Goulet|Ohio|2010|8|79|9.9|0|25|388|15.5|1|steven-goulet-1|/cfb/players/steven-goulet-1.html
steven-howard-1-2010|Steven Howard|North Carolina State|2010|0|0|0.0|0|12|114|9.5|1|steven-howard-1|/cfb/players/steven-howard-1.html
steven-howard-1-2011|Steven Howard|North Carolina State|2011|0|0|0.0|0|16|121|7.6|1|steven-howard-1|/cfb/players/steven-howard-1.html
steven-lakalaka-1-2013|Steven Lakalaka|Hawaii|2013|113|468|4.1|4|13|85|6.5|0|steven-lakalaka-1|/cfb/players/steven-lakalaka-1.html
steven-lakalaka-1-2014|Steven Lakalaka|Hawaii|2014|159|646|4.1|2|7|53|7.6|0|steven-lakalaka-1|/cfb/players/steven-lakalaka-1.html
steven-manfro-1-2012|Steven Manfro|UCLA|2012|8|70|8.8|2|28|287|10.3|1|steven-manfro-1|/cfb/players/steven-manfro-1.html
steven-manfro-1-2013|Steven Manfro|UCLA|2013|24|107|4.5|1|9|113|12.6|1|steven-manfro-1|/cfb/players/steven-manfro-1.html
steven-manfro-1-2014|Steven Manfro|UCLA|2014|2|-5|-2.5|0|1|-4|-4.0|0|steven-manfro-1|/cfb/players/steven-manfro-1.html
steven-mitchell-1-2014|Steven Mitchell|USC|2014|0|0|0.0|0|7|82|11.7|2|steven-mitchell-1|/cfb/players/steven-mitchell-1.html
steven-osborne-1-2012|Steven Osborne|Nebraska|2012|0|0|0.0|0|10|91|9.1|2|steven-osborne-1|/cfb/players/steven-osborne-1.html
steven-scheu-1-2012|Steven Scheu|Vanderbilt|2012|0|0|0.0|0|8|45|5.6|1|steven-scheu-1|/cfb/players/steven-scheu-1.html
steven-scheu-1-2013|Steven Scheu|Vanderbilt|2013|0|0|0.0|0|9|123|13.7|1|steven-scheu-1|/cfb/players/steven-scheu-1.html
steven-scheu-1-2014|Steven Scheu|Vanderbilt|2014|0|0|0.0|0|39|525|13.5|4|steven-scheu-1|/cfb/players/steven-scheu-1.html
steven-sheffield-1-2010|Steven Sheffield|Texas Tech|2010|18|16|0.9|1|0|0|0.0|0|steven-sheffield-1|/cfb/players/steven-sheffield-1.html
steven-staggs-1-2011|Steven Staggs|Iowa|2011|0|0|0.0|0|5|45|9.0|0|steven-staggs-1|/cfb/players/steven-staggs-1.html
steven-threet-1-2010|Steven Threet|Arizona State|2010|59|19|0.3|2|0|0|0.0|0|steven-threet-1|/cfb/players/steven-threet-1.html
steven-walker-1-2014|Steven Walker|Colorado State|2014|0|0|0.0|0|30|279|9.3|4|steven-walker-1|/cfb/players/steven-walker-1.html
steven-west-1-2014|Steven West|Kansas State|2014|0|0|0.0|0|1|15|15.0|1|steven-west-1|/cfb/players/steven-west-1.html
steward-butler-1-2012|Steward Butler|Marshall|2012|101|500|5.0|3|6|31|5.2|0|steward-butler-1|/cfb/players/steward-butler-1.html
steward-butler-1-2013|Steward Butler|Marshall|2013|87|765|8.8|8|3|23|7.7|0|steward-butler-1|/cfb/players/steward-butler-1.html
steward-butler-1-2014|Steward Butler|Marshall|2014|107|798|7.5|7|3|21|7.0|0|steward-butler-1|/cfb/players/steward-butler-1.html
stoner-1-2011|Stoner|Indiana|2011|2|10|5.0|0|0|0|0.0|0|stoner-1|/cfb/players/stoner-1.html
storm-johnson-1-2010|Storm Johnson|Miami (FL)|2010|9|119|13.2|1|1|9|9.0|0|storm-johnson-1|/cfb/players/storm-johnson-1.html
storm-johnson-1-2012|Storm Johnson|UCF|2012|113|507|4.5|4|10|20|2.0|0|storm-johnson-1|/cfb/players/storm-johnson-1.html
storm-johnson-1-2013|Storm Johnson|UCF|2013|213|1139|5.3|14|30|260|8.7|3|storm-johnson-1|/cfb/players/storm-johnson-1.html
storm-johnson-2-2012|Storm Johnson|UCF|2012|113|507|4.5|4|10|20|2.0|0|storm-johnson-2|/cfb/players/storm-johnson-2.html
storm-woods-1-2012|Storm Woods|Oregon State|2012|192|940|4.9|13|38|313|8.2|0|storm-woods-1|/cfb/players/storm-woods-1.html
storm-woods-1-2013|Storm Woods|Oregon State|2013|127|477|3.8|6|47|440|9.4|1|storm-woods-1|/cfb/players/storm-woods-1.html
storm-woods-1-2014|Storm Woods|Oregon State|2014|121|766|6.3|5|26|179|6.9|1|storm-woods-1|/cfb/players/storm-woods-1.html
stuart-hines-1-2011|Stuart Hines|Kentucky|2011|0|0|0.0|0|1|6|6.0|0|stuart-hines-1|/cfb/players/stuart-hines-1.html
stump-godfrey-1-2010|Stump Godfrey|New Mexico|2010|107|287|2.7|4|0|0|0.0|0|stump-godfrey-1|/cfb/players/stump-godfrey-1.html
sullivan-1-2012|Sullivan|UTEP|2012|59|240|4.1|2|0|0|0.0|0|sullivan-1|/cfb/players/sullivan-1.html
sydie-london-1-2012|Sydie London|Tulane|2012|0|0|0.0|0|6|38|6.3|0|sydie-london-1|/cfb/players/sydie-london-1.html
sydie-london-1-2013|Sydie London|Tulane|2013|0|0|0.0|0|12|58|4.8|0|sydie-london-1|/cfb/players/sydie-london-1.html
sylvester-hemphill-1-2010|Sylvester Hemphill|Mississippi State|2010|2|8|4.0|0|1|3|3.0|0|sylvester-hemphill-1|/cfb/players/sylvester-hemphill-1.html
sylvester-hemphill-1-2011|Sylvester Hemphill|Mississippi State|2011|0|0|0.0|0|1|0|0.0|0|sylvester-hemphill-1|/cfb/players/sylvester-hemphill-1.html
sylvester-hemphill-1-2012|Sylvester Hemphill|Mississippi State|2012|0|0|0.0|0|6|40|6.7|0|sylvester-hemphill-1|/cfb/players/sylvester-hemphill-1.html
synjyn-days-1-2011|Synjyn Days|Georgia Tech|2011|48|237|4.9|4|0|0|0.0|0|synjyn-days-1|/cfb/players/synjyn-days-1.html
synjyn-days-1-2012|Synjyn Days|Georgia Tech|2012|23|142|6.2|1|0|0|0.0|0|synjyn-days-1|/cfb/players/synjyn-days-1.html
synjyn-days-1-2013|Synjyn Days|Georgia Tech|2013|27|93|3.4|4|4|48|12.0|0|synjyn-days-1|/cfb/players/synjyn-days-1.html
synjyn-days-1-2014|Synjyn Days|Georgia Tech|2014|157|924|5.9|9|3|33|11.0|1|synjyn-days-1|/cfb/players/synjyn-days-1.html
taariq-allen-1-2012|Taariq Allen|Nebraska|2012|0|0|0.0|0|2|11|5.5|1|taariq-allen-1|/cfb/players/taariq-allen-1.html
taariq-allen-1-2013|Taariq Allen|Nebraska|2013|0|0|0.0|0|3|22|7.3|0|taariq-allen-1|/cfb/players/taariq-allen-1.html
taariq-allen-1-2014|Taariq Allen|Nebraska|2014|0|0|0.0|0|8|73|9.1|1|taariq-allen-1|/cfb/players/taariq-allen-1.html
tacoi-sumler-1-2014|Tacoi Sumler|Appalachian State|2014|0|0|0.0|0|13|142|10.9|2|tacoi-sumler-1|/cfb/players/tacoi-sumler-1.html
tad-ecby-1-2012|Tad Ecby|Iowa State|2012|0|0|0.0|0|1|9|9.0|0|tad-ecby-1|/cfb/players/tad-ecby-1.html
tad-ecby-1-2013|Tad Ecby|Iowa State|2013|0|0|0.0|0|22|233|10.6|0|tad-ecby-1|/cfb/players/tad-ecby-1.html
tad-ecby-1-2014|Tad Ecby|Iowa State|2014|0|0|0.0|0|8|236|29.5|3|tad-ecby-1|/cfb/players/tad-ecby-1.html
tago-smith-1-2013|Tago Smith|Navy|2013|5|50|10.0|1|0|0|0.0|0|tago-smith-1|/cfb/players/tago-smith-1.html
tago-smith-1-2014|Tago Smith|Navy|2014|38|118|3.1|3|0|0|0.0|0|tago-smith-1|/cfb/players/tago-smith-1.html
tahj-kimble-1-2011|Tahj Kimble|Boston College|2011|43|156|3.6|1|8|67|8.4|1|tahj-kimble-1|/cfb/players/tahj-kimble-1.html
tahj-kimble-1-2012|Tahj Kimble|Boston College|2012|17|70|4.1|0|10|151|15.1|1|tahj-kimble-1|/cfb/players/tahj-kimble-1.html
taimi-tutogi-1-2010|Taimi Tutogi|Arizona|2010|1|-1|-1.0|0|5|63|12.6|0|taimi-tutogi-1|/cfb/players/taimi-tutogi-1.html
taimi-tutogi-1-2011|Taimi Tutogi|Arizona|2011|25|73|2.9|4|11|97|8.8|1|taimi-tutogi-1|/cfb/players/taimi-tutogi-1.html
taimi-tutogi-1-2012|Taimi Tutogi|Arizona|2012|1|-1|-1.0|0|10|64|6.4|1|taimi-tutogi-1|/cfb/players/taimi-tutogi-1.html
taiwan-easterling-1-2010|Taiwan Easterling|Florida State|2010|1|-8|-8.0|0|43|551|12.8|5|taiwan-easterling-1|/cfb/players/taiwan-easterling-1.html
tajae-sharpe-1-2012|Tajae Sharpe|Massachusetts|2012|0|0|0.0|0|20|206|10.3|0|tajae-sharpe-1|/cfb/players/tajae-sharpe-1.html
tajae-sharpe-1-2013|Tajae Sharpe|Massachusetts|2013|0|0|0.0|0|61|680|11.1|4|tajae-sharpe-1|/cfb/players/tajae-sharpe-1.html
tajae-sharpe-1-2014|Tajae Sharpe|Massachusetts|2014|3|14|4.7|0|85|1281|15.1|7|tajae-sharpe-1|/cfb/players/tajae-sharpe-1.html
tajh-boyd-1-2010|Tajh Boyd|Clemson|2010|23|33|1.4|1|0|0|0.0|0|tajh-boyd-1|/cfb/players/tajh-boyd-1.html
tajh-boyd-1-2011|Tajh Boyd|Clemson|2011|142|218|1.5|5|0|0|0.0|0|tajh-boyd-1|/cfb/players/tajh-boyd-1.html
tajh-boyd-1-2012|Tajh Boyd|Clemson|2012|186|514|2.8|10|0|0|0.0|0|tajh-boyd-1|/cfb/players/tajh-boyd-1.html
tajh-boyd-1-2013|Tajh Boyd|Clemson|2013|154|400|2.6|10|0|0|0.0|0|tajh-boyd-1|/cfb/players/tajh-boyd-1.html
talir-satterfield-rowe-1-2013|Talir Satterfield-Rowe|Florida International|2013|10|40|4.0|0|1|10|10.0|0|talir-satterfield-rowe-1|/cfb/players/talir-satterfield-rowe-1.html
tandon-doss-1-2010|Tandon Doss|Indiana|2010|28|163|5.8|1|63|706|11.2|7|tandon-doss-1|/cfb/players/tandon-doss-1.html
tannar-rehrer-1-2010|Tannar Rehrer|Memphis|2010|0|0|0.0|0|23|284|12.3|0|tannar-rehrer-1|/cfb/players/tannar-rehrer-1.html
tannar-rehrer-1-2011|Tannar Rehrer|Memphis|2011|0|0|0.0|0|70|593|8.5|4|tannar-rehrer-1|/cfb/players/tannar-rehrer-1.html
tanner-gentry-1-2013|Tanner Gentry|Wyoming|2013|0|0|0.0|0|39|376|9.6|0|tanner-gentry-1|/cfb/players/tanner-gentry-1.html
tanner-gentry-1-2014|Tanner Gentry|Wyoming|2014|2|3|1.5|0|32|435|13.6|2|tanner-gentry-1|/cfb/players/tanner-gentry-1.html
tanner-jones-1-2010|Tanner Jones|Troy|2010|0|0|0.0|0|1|-2|-2.0|0|tanner-jones-1|/cfb/players/tanner-jones-1.html
tanner-lee-1-2014|Tanner Lee|Tulane|2014|36|-125|-3.5|0|0|0|0.0|0|tanner-lee-1|/cfb/players/tanner-lee-1.html
tanner-mcevoy-1-2014|Tanner McEvoy|Wisconsin|2014|65|574|8.8|6|0|0|0.0|0|tanner-mcevoy-1|/cfb/players/tanner-mcevoy-1.html
tanner-price-1-2010|Tanner Price|Wake Forest|2010|75|120|1.6|4|0|0|0.0|0|tanner-price-1|/cfb/players/tanner-price-1.html
tanner-price-1-2011|Tanner Price|Wake Forest|2011|78|-53|-0.7|1|1|9|9.0|0|tanner-price-1|/cfb/players/tanner-price-1.html
tanner-price-1-2012|Tanner Price|Wake Forest|2012|77|-26|-0.3|2|2|13|6.5|0|tanner-price-1|/cfb/players/tanner-price-1.html
tanner-price-1-2013|Tanner Price|Wake Forest|2013|123|240|2.0|5|1|4|4.0|1|tanner-price-1|/cfb/players/tanner-price-1.html
tanner-rust-1-2010|Tanner Rust|New Mexico State|2010|37|103|2.8|0|0|0|0.0|0|tanner-rust-1|/cfb/players/tanner-rust-1.html
tanner-smith-1-2012|Tanner Smith|North Texas|2012|0|0|0.0|0|2|5|2.5|0|tanner-smith-1|/cfb/players/tanner-smith-1.html
tanner-smith-1-2013|Tanner Smith|North Texas|2013|0|0|0.0|0|2|13|6.5|0|tanner-smith-1|/cfb/players/tanner-smith-1.html
tanner-smith-1-2014|Tanner Smith|North Texas|2014|0|0|0.0|0|2|9|4.5|1|tanner-smith-1|/cfb/players/tanner-smith-1.html
tapa-taumoepeau-1-2010|Tapa Taumoepeau|Fresno State|2010|0|0|0.0|0|7|38|5.4|2|tapa-taumoepeau-1|/cfb/players/tapa-taumoepeau-1.html
taquan-mizzell-1-2013|Taquan Mizzell|Virginia|2013|45|184|4.1|1|29|164|5.7|1|taquan-mizzell-1|/cfb/players/taquan-mizzell-1.html
taquan-mizzell-1-2014|Taquan Mizzell|Virginia|2014|64|280|4.4|2|39|271|6.9|0|taquan-mizzell-1|/cfb/players/taquan-mizzell-1.html
tarean-austin-1-2010|Tarean Austin|New Mexico|2010|42|101|2.4|1|0|0|0.0|0|tarean-austin-1|/cfb/players/tarean-austin-1.html
tarean-austin-1-2011|Tarean Austin|New Mexico|2011|59|195|3.3|1|0|0|0.0|0|tarean-austin-1|/cfb/players/tarean-austin-1.html
tarean-folston-1-2013|Tarean Folston|Notre Dame|2013|88|470|5.3|3|5|35|7.0|0|tarean-folston-1|/cfb/players/tarean-folston-1.html
tarean-folston-1-2014|Tarean Folston|Notre Dame|2014|175|889|5.1|6|18|190|10.6|1|tarean-folston-1|/cfb/players/tarean-folston-1.html
tarik-hakmi-1-2010|Tarik Hakmi|Louisiana Tech|2010|23|41|1.8|1|0|0|0.0|0|tarik-hakmi-1|/cfb/players/tarik-hakmi-1.html
tarik-hakmi-1-2012|Tarik Hakmi|Louisiana Tech|2012|1|11|11.0|0|0|0|0.0|0|tarik-hakmi-1|/cfb/players/tarik-hakmi-1.html
tarren-lloyd-1-2010|Tarren Lloyd|Utah State|2010|0|0|0.0|0|4|59|14.8|1|tarren-lloyd-1|/cfb/players/tarren-lloyd-1.html
tarren-lloyd-1-2011|Tarren Lloyd|Utah State|2011|0|0|0.0|0|12|99|8.3|2|tarren-lloyd-1|/cfb/players/tarren-lloyd-1.html
tashaun-gipson-1-2010|Tashaun Gipson|Wyoming|2010|1|1|1.0|0|0|0|0.0|0|tashaun-gipson-1|/cfb/players/tashaun-gipson-1.html
tate-forcier-1-2010|Tate Forcier|Michigan|2010|22|51|2.3|1|0|0|0.0|0|tate-forcier-1|/cfb/players/tate-forcier-1.html
tate-knutson-1-2010|Tate Knutson|UNLV|2010|0|0|0.0|0|9|125|13.9|0|tate-knutson-1|/cfb/players/tate-knutson-1.html
tate-smith-2-2010|Tate Smith|UTEP|2010|1|7|7.0|0|0|0|0.0|0|tate-smith-2|/cfb/players/tate-smith-2.html
tate-smith-2-2011|Tate Smith|UTEP|2011|6|0|0.0|1|0|0|0.0|0|tate-smith-2|/cfb/players/tate-smith-2.html
taulib-ikharo-1-2010|Taulib Ikharo|Louisiana Tech|2010|0|0|0.0|0|50|530|10.6|4|taulib-ikharo-1|/cfb/players/taulib-ikharo-1.html
taulib-ikharo-1-2011|Taulib Ikharo|Louisiana Tech|2011|2|5|2.5|0|54|537|9.9|4|taulib-ikharo-1|/cfb/players/taulib-ikharo-1.html
tauni-vakapuna-1-2010|Tauni Vakapuna|Utah|2010|19|79|4.2|2|1|-5|-5.0|0|tauni-vakapuna-1|/cfb/players/tauni-vakapuna-1.html
tauni-vakapuna-1-2011|Tauni Vakapuna|Utah|2011|31|104|3.4|1|0|0|0.0|0|tauni-vakapuna-1|/cfb/players/tauni-vakapuna-1.html
tauren-poole-1-2010|Tauren Poole|Tennessee|2010|204|1034|5.1|11|22|171|7.8|1|tauren-poole-1|/cfb/players/tauren-poole-1.html
tauren-poole-1-2011|Tauren Poole|Tennessee|2011|187|693|3.7|5|21|164|7.8|0|tauren-poole-1|/cfb/players/tauren-poole-1.html
taurian-washington-1-2010|Taurian Washington|Ohio State|2010|0|0|0.0|0|5|61|12.2|0|taurian-washington-1|/cfb/players/taurian-washington-1.html
tavarese-maye-1-2010|Tavarese Maye|Louisiana-Monroe|2010|11|103|9.4|1|43|505|11.7|3|tavarese-maye-1|/cfb/players/tavarese-maye-1.html
tavarese-maye-1-2011|Tavarese Maye|Louisiana-Monroe|2011|9|40|4.4|1|50|617|12.3|3|tavarese-maye-1|/cfb/players/tavarese-maye-1.html
tavarese-maye-1-2012|Tavarese Maye|Louisiana-Monroe|2012|6|45|7.5|0|56|612|10.9|4|tavarese-maye-1|/cfb/players/tavarese-maye-1.html
tavarese-maye-1-2013|Tavarese Maye|Louisiana-Monroe|2013|1|0|0.0|0|42|370|8.8|1|tavarese-maye-1|/cfb/players/tavarese-maye-1.html
tavarreon-dickerson-1-2014|Tavarreon Dickerson|Tulsa|2014|34|132|3.9|0|6|23|3.8|0|tavarreon-dickerson-1|/cfb/players/tavarreon-dickerson-1.html
tavarres-jefferson-1-2010|Tavarres Jefferson|Middle Tennessee State|2010|3|19|6.3|0|19|247|13.0|2|tavarres-jefferson-1|/cfb/players/tavarres-jefferson-1.html
tavarres-jefferson-1-2011|Tavarres Jefferson|Middle Tennessee State|2011|0|0|0.0|0|51|398|7.8|1|tavarres-jefferson-1|/cfb/players/tavarres-jefferson-1.html
tavarres-jefferson-1-2012|Tavarres Jefferson|Middle Tennessee State|2012|0|0|0.0|0|4|24|6.0|0|tavarres-jefferson-1|/cfb/players/tavarres-jefferson-1.html
tavarres-jefferson-1-2013|Tavarres Jefferson|Middle Tennessee State|2013|0|0|0.0|0|46|611|13.3|5|tavarres-jefferson-1|/cfb/players/tavarres-jefferson-1.html
tavarres-king-1-2010|Tavarres King|Georgia|2010|0|0|0.0|0|27|504|18.7|3|tavarres-king-1|/cfb/players/tavarres-king-1.html
tavarres-king-1-2011|Tavarres King|Georgia|2011|2|5|2.5|0|47|705|15.0|8|tavarres-king-1|/cfb/players/tavarres-king-1.html
tavarres-king-1-2012|Tavarres King|Georgia|2012|1|0|0.0|0|42|950|22.6|9|tavarres-king-1|/cfb/players/tavarres-king-1.html
taveon-rogers-1-2010|Taveon Rogers|New Mexico State|2010|5|54|10.8|0|18|278|15.4|2|taveon-rogers-1|/cfb/players/taveon-rogers-1.html
taveon-rogers-1-2011|Taveon Rogers|New Mexico State|2011|1|-10|-10.0|0|59|1048|17.8|9|taveon-rogers-1|/cfb/players/taveon-rogers-1.html
tavon-austin-1-2010|Tavon Austin|West Virginia|2010|16|161|10.1|1|58|787|13.6|8|tavon-austin-1|/cfb/players/tavon-austin-1.html
tavon-austin-1-2011|Tavon Austin|West Virginia|2011|16|182|11.4|1|101|1186|11.7|8|tavon-austin-1|/cfb/players/tavon-austin-1.html
tavon-austin-1-2012|Tavon Austin|West Virginia|2012|72|643|8.9|3|114|1289|11.3|12|tavon-austin-1|/cfb/players/tavon-austin-1.html
tay-glover-wright-1-2013|Tay Glover-Wright|Utah State|2013|8|39|4.9|0|0|0|0.0|0|tay-glover-wright-1|/cfb/players/tay-glover-wright-1.html
taylor-barnhill-1-2011|Taylor Barnhill|UNLV|2011|31|87|2.8|0|0|0|0.0|0|taylor-barnhill-1|/cfb/players/taylor-barnhill-1.html
taylor-barnhill-1-2012|Taylor Barnhill|UNLV|2012|1|2|2.0|0|14|106|7.6|2|taylor-barnhill-1|/cfb/players/taylor-barnhill-1.html
taylor-barnhill-1-2013|Taylor Barnhill|UNLV|2013|1|3|3.0|0|21|131|6.2|2|taylor-barnhill-1|/cfb/players/taylor-barnhill-1.html
taylor-barnhill-1-2014|Taylor Barnhill|UNLV|2014|0|0|0.0|0|29|275|9.5|2|taylor-barnhill-1|/cfb/players/taylor-barnhill-1.html
taylor-bradberry-1-2011|Taylor Bradberry|Georgia|2011|0|0|0.0|0|1|13|13.0|0|taylor-bradberry-1|/cfb/players/taylor-bradberry-1.html
taylor-bradley-1-2010|Taylor Bradley|Central Michigan|2010|2|5|2.5|0|10|73|7.3|0|taylor-bradley-1|/cfb/players/taylor-bradley-1.html
taylor-burch-1-2014|Taylor Burch|Louisiana Tech|2014|2|17|8.5|1|0|0|0.0|0|taylor-burch-1|/cfb/players/taylor-burch-1.html
taylor-cook-1-2010|Taylor Cook|Rice|2010|10|28|2.8|0|0|0|0.0|0|taylor-cook-1|/cfb/players/taylor-cook-1.html
taylor-cook-1-2011|Taylor Cook|Rice|2011|0|0|0.0|0|8|133|16.6|0|taylor-cook-1|/cfb/players/taylor-cook-1.html
taylor-cook-1-2012|Taylor Cook|Rice|2012|0|0|0.0|0|10|134|13.4|0|taylor-cook-1|/cfb/players/taylor-cook-1.html
taylor-cox-1-2012|Taylor Cox|Kansas|2012|91|464|5.1|3|3|24|8.0|0|taylor-cox-1|/cfb/players/taylor-cox-1.html
taylor-cox-1-2013|Taylor Cox|Kansas|2013|6|44|7.3|0|0|0|0.0|0|taylor-cox-1|/cfb/players/taylor-cox-1.html
taylor-davis-1-2011|Taylor Davis|Idaho|2011|16|-14|-0.9|0|0|0|0.0|0|taylor-davis-1|/cfb/players/taylor-davis-1.html
taylor-davis-1-2012|Taylor Davis|Idaho|2012|16|28|1.8|0|0|0|0.0|0|taylor-davis-1|/cfb/players/taylor-davis-1.html
taylor-davis-1-2013|Taylor Davis|Idaho|2013|52|75|1.4|3|0|0|0.0|0|taylor-davis-1|/cfb/players/taylor-davis-1.html
taylor-dupree-1-2010|Taylor Dupree|Rice|2010|0|0|0.0|0|5|48|9.6|0|taylor-dupree-1|/cfb/players/taylor-dupree-1.html
taylor-elmo-1-2010|Taylor Elmo|Idaho|2010|0|0|0.0|0|18|148|8.2|2|taylor-elmo-1|/cfb/players/taylor-elmo-1.html
taylor-elmo-1-2011|Taylor Elmo|Idaho|2011|0|0|0.0|0|17|162|9.5|0|taylor-elmo-1|/cfb/players/taylor-elmo-1.html
taylor-elmo-1-2012|Taylor Elmo|Idaho|2012|0|0|0.0|0|2|11|5.5|0|taylor-elmo-1|/cfb/players/taylor-elmo-1.html
taylor-embree-1-2010|Taylor Embree|UCLA|2010|1|0|0.0|0|32|409|12.8|0|taylor-embree-1|/cfb/players/taylor-embree-1.html
taylor-embree-1-2011|Taylor Embree|UCLA|2011|0|0|0.0|0|20|228|11.4|2|taylor-embree-1|/cfb/players/taylor-embree-1.html
taylor-gentry-1-2010|Taylor Gentry|North Carolina State|2010|0|0|0.0|0|14|116|8.3|2|taylor-gentry-1|/cfb/players/taylor-gentry-1.html
taylor-gentry-1-2011|Taylor Gentry|North Carolina State|2011|0|0|0.0|0|7|42|6.0|2|taylor-gentry-1|/cfb/players/taylor-gentry-1.html
taylor-graham-1-2013|Taylor Graham|Hawaii|2013|21|-32|-1.5|0|0|0|0.0|0|taylor-graham-1|/cfb/players/taylor-graham-1.html
taylor-graham-1-2014|Taylor Graham|Hawaii|2014|2|-5|-2.5|0|0|0|0.0|0|taylor-graham-1|/cfb/players/taylor-graham-1.html
taylor-heinicke-1-2014|Taylor Heinicke|Old Dominion|2014|80|139|1.7|2|1|2|2.0|0|taylor-heinicke-1|/cfb/players/taylor-heinicke-1.html
taylor-kelly-1-2011|Taylor Kelly|Arizona State|2011|1|24|24.0|0|0|0|0.0|0|taylor-kelly-1|/cfb/players/taylor-kelly-1.html
taylor-kelly-1-2012|Taylor Kelly|Arizona State|2012|134|516|3.9|1|0|0|0.0|0|taylor-kelly-1|/cfb/players/taylor-kelly-1.html
taylor-kelly-1-2013|Taylor Kelly|Arizona State|2013|173|608|3.5|9|0|0|0.0|0|taylor-kelly-1|/cfb/players/taylor-kelly-1.html
taylor-kelly-1-2014|Taylor Kelly|Arizona State|2014|95|256|2.7|3|0|0|0.0|0|taylor-kelly-1|/cfb/players/taylor-kelly-1.html
taylor-lagace-1-2014|Taylor Lagace|UCLA|2014|1|-2|-2.0|0|0|0|0.0|0|taylor-lagace-1|/cfb/players/taylor-lagace-1.html
taylor-lamb-1-2014|Taylor Lamb|Appalachian State|2014|78|483|6.2|4|0|0|0.0|0|taylor-lamb-1|/cfb/players/taylor-lamb-1.html
taylor-martinez-1-2010|Taylor Martinez|Nebraska|2010|162|965|6.0|12|1|1|1.0|0|taylor-martinez-1|/cfb/players/taylor-martinez-1.html
taylor-martinez-1-2011|Taylor Martinez|Nebraska|2011|188|874|4.6|9|0|0|0.0|0|taylor-martinez-1|/cfb/players/taylor-martinez-1.html
taylor-martinez-1-2012|Taylor Martinez|Nebraska|2012|195|1019|5.2|10|0|0|0.0|0|taylor-martinez-1|/cfb/players/taylor-martinez-1.html
taylor-martinez-1-2013|Taylor Martinez|Nebraska|2013|40|117|2.9|0|0|0|0.0|0|taylor-martinez-1|/cfb/players/taylor-martinez-1.html
taylor-maxey-1-2014|Taylor Maxey|Georgia|2014|0|0|0.0|0|1|6|6.0|0|taylor-maxey-1|/cfb/players/taylor-maxey-1.html
taylor-mchargue-1-2010|Taylor McHargue|Rice|2010|46|151|3.3|1|0|0|0.0|0|taylor-mchargue-1|/cfb/players/taylor-mchargue-1.html
taylor-mchargue-1-2011|Taylor McHargue|Rice|2011|82|124|1.5|0|0|0|0.0|0|taylor-mchargue-1|/cfb/players/taylor-mchargue-1.html
taylor-mchargue-1-2012|Taylor McHargue|Rice|2012|164|667|4.1|11|1|0|0.0|0|taylor-mchargue-1|/cfb/players/taylor-mchargue-1.html
taylor-mchargue-1-2013|Taylor McHargue|Rice|2013|157|464|3.0|5|0|0|0.0|0|taylor-mchargue-1|/cfb/players/taylor-mchargue-1.html
taylor-mcnamara-1-2013|Taylor McNamara|Oklahoma|2013|0|0|0.0|0|1|4|4.0|0|taylor-mcnamara-1|/cfb/players/taylor-mcnamara-1.html
taylor-moton-1-2014|Taylor Moton|Western Michigan|2014|0|0|0.0|0|1|-4|-4.0|0|taylor-moton-1|/cfb/players/taylor-moton-1.html
taylor-oldham-1-2014|Taylor Oldham|UCF|2014|0|0|0.0|0|3|35|11.7|0|taylor-oldham-1|/cfb/players/taylor-oldham-1.html
taylor-pope-1-2013|Taylor Pope|Boise State|2013|0|0|0.0|0|1|7|7.0|0|taylor-pope-1|/cfb/players/taylor-pope-1.html
taylor-potts-1-2010|Taylor Potts|Texas Tech|2010|33|4|0.1|2|0|0|0.0|0|taylor-potts-1|/cfb/players/taylor-potts-1.html
taylor-reed-1-2011|Taylor Reed|SMU|2011|1|7|7.0|0|0|0|0.0|0|taylor-reed-1|/cfb/players/taylor-reed-1.html
taylor-reed-2-2011|Taylor Reed|Memphis|2011|69|77|1.1|2|0|0|0.0|0|taylor-reed-2|/cfb/players/taylor-reed-2.html
taylor-spencer-1-2012|Taylor Spencer|UNLV|2012|0|0|0.0|0|9|116|12.9|1|taylor-spencer-1|/cfb/players/taylor-spencer-1.html
taylor-stockemer-1-2010|Taylor Stockemer|Arkansas State|2010|0|0|0.0|0|34|560|16.5|5|taylor-stockemer-1|/cfb/players/taylor-stockemer-1.html
taylor-stockemer-1-2011|Taylor Stockemer|Arkansas State|2011|0|0|0.0|0|48|756|15.8|7|taylor-stockemer-1|/cfb/players/taylor-stockemer-1.html
taylor-stockemer-1-2012|Taylor Stockemer|Arkansas State|2012|0|0|0.0|0|31|483|15.6|3|taylor-stockemer-1|/cfb/players/taylor-stockemer-1.html
taylor-symmank-1-2014|Taylor Symmank|Texas Tech|2014|1|4|4.0|0|0|0|0.0|0|taylor-symmank-1|/cfb/players/taylor-symmank-1.html
